#RESOURCE=yCat_22250032
#Name: J/ApJS/225/32
#Title: Extended abundance analysis of cool stars (Brewer+, 2016)
#Table	J_ApJS_225_32_stars:
#Name: J/ApJS/225/32/stars
#Title: Spectroscopically determined  stellar properties , abundances  an derived parameters  for the 1615 F, G, and K stars
#Column	SPOCS	(I4)	[2/3247] SPOCS ID (G1)	[ucd=meta.id;meta.main]
#Column	Name	(a14)	Star name	[ucd=meta.id]
#Column	Teff	(I4)	[4702/6773] Stellar effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F5.2)	[2.6/5] Stellar surface gravity	[ucd=phys.gravity]
#Column	[M/H]	(F5.2)	[-1.2/0.6] Stellar metallicity	[ucd=phys.abund.Z]
#Column	S	(F6.2)	[-1.9/540] Mount Wilson Ca HK activity index	[ucd=meta.code;spect.index]
#Column	logRhk	(F5.2)	[-6.3/-1.7]? log(R'HK) activity index	[ucd=spect.index]
#Column	Vbr	(F4.1)	[0.6/25] Derived velocity broadening	[ucd=spect.line.broad]
#Column	Vsini	(F4.1)	[0/20.1] Derived projected rotational velocity	[ucd=phys.veloc.rotat]
#Column	Vmac	(F4.1)	[1.6/23.3] Derived macroturbulent velocity	[ucd=phys.veloc]
#Column	Vrad	(F6.1)	[-137/164] Barycentric radial velocity at time of observation	[ucd=phys.veloc;pos.barycenter]
#Column	SNR	(I3)	[14/492] Signal to Noise ratio at 6000 Angstroms	[ucd=stat.snr]
#Column	Crms	(F5.2)	[0.01/0.3] RMS scatter in continuum	[ucd=stat.error]
#Column	Lrms	(F5.2)	[0.01/0.1] RMS scatter in line	[ucd=stat.error]
#Column	N	(I2)	[1/23] Number of spectra fit for that star	[ucd=meta.number]
#Column	[Fe/H]	(F5.2)	[-1.2/0.6]? Derived [Fe/H] abundance	[ucd=phys.abund.Fe]
#Column	RAJ2000	(A10)	SIMBAD Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	SIMBAD Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	[1.7/10.1]? V magnitude from SIMBAD	[ucd=phot.mag;em.opt.V]
#Column	Dist	(F6.2)	[3.6/353]? Distance from SIMBAD	[ucd=pos.distance;pos.heliocentric]
#Column	logL	(F5.2)	[-0.8/1.8]? Derived Stellar Luminosity (1)	[ucd=phys.luminosity]
#Column	e_logL	(F5.2)	[0.01/1.1]? Uncertainty in logL (1)	[ucd=stat.error]
#Column	Rstar	(F5.2)	[0.6/10]? Derived Stellar Radius (1)	[ucd=phys.size.radius]
#Column	e_Rstar	(F5.2)	[0.02/4]? Uncertainty in Rstar (1)	[ucd=stat.error]
#Column	Mstar	(F6.2)	[0.2/7]? Derived Stellar Mass (1)	[ucd=phys.mass]
#Column	e_Mstar	(F6.2)	[0.03/14]? Uncertainty in Mstar (1)	[ucd=stat.error]
#Column	Miso	(F5.2)	[0.6/3]? Isochrone derived stellar mass (2)	[ucd=phys.mass]
#Column	logg2	(F5.2)	[1.6/5]? Isochrone derived surface gravity (2)	[ucd=phys.gravity]
#Column	e_logg2	(F5.2)	[0.01/0.3]? Uncertainty in logg-iso (2)	[ucd=stat.error]
#Column	Age	(F4.1)	[0.6/15]? Isochrone derived age (2)	[ucd=time.age]
#Column	CCat	(I3)	Display data from Isaacson+, 2010, J/ApJ/725/875, within 1" [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
SPOCS	Name	Teff	logg	[M/H]	S	logRhk	Vbr	Vsini	Vmac	Vrad	SNR	Crms	Lrms	N	[Fe/H]	RAJ2000	DEJ2000	Vmag	Dist	logL	e_logL	Rstar	e_Rstar	Mstar	e_Mstar	Miso	logg2	e_logg2	Age	CCat	Simbad
2556	HD 16297      	5394	 4.51	-0.01	  0.33	-4.56	 3.1	 1.8	 2.4	  -0.6	318	 0.01	 0.01	 1	 0.01	02 36 07.8	-28 13 07	 8.38	 41.60	-0.16	 0.04	 0.95	 0.04	  1.08	  0.16	 0.89	 4.44	 0.05	10.1	  1	Simbad
2557	HD 16178      	4985	 2.92	 0.07	  0.12	-5.32	 4.5	 2.0	 4.0	 -26.1	268	 0.01	 0.02	 1	 0.14	02 36 12.0	+15 08 55	 8.36	228.31	 1.38	 0.15	 6.53	 1.12	  1.28	  0.46	 1.92	 3.12	 0.11	 1.4	  1	Simbad
2558	HD 16175      	5902	 4.06	 0.31	  0.14	-5.12	 6.5	 4.7	 4.1	  20.9	249	 0.01	 0.01	 1	 0.32	02 37 01.9	+42 03 45	 7.28	 57.87	 0.53	 0.04	 1.75	 0.08	  1.29	  0.20	 1.29	 4.05	 0.04	 4.0	  1	Simbad
2559	HD 16559      	4983	 3.35	-0.04	  0.13	-5.23	 3.6	 0.6	 3.4	 -13.9	265	 0.01	 0.01	 1	-0.02	02 40 17.6	+34 35 05	 7.59	102.99	 0.99	 0.06	 4.21	 0.30	  1.43	  0.27	 1.37	 3.32	 0.07	 3.6	  1	Simbad
2560	HD 16760      	5593	 4.52	-0.05	  0.18	-4.92	 2.9	 0.1	 2.9	  -2.9	342	 0.01	 0.02	 1	-0.03	02 42 21.3	+38 37 07	 8.70	 45.45	-0.22	 0.09	 0.82	 0.09	  0.80	  0.20	 0.96	 4.50	 0.05	 3.6	  1	Simbad
2561	HD 16702      	5904	 4.54	-0.10	  0.28	-4.54	 3.6	 0.1	 4.1	   5.8	244	 0.01	 0.01	 2	-0.08	02 42 58.7	+58 11 52	 8.28	 48.97	-0.01	 0.04	 0.94	 0.05	  1.14	  0.18	 1.03	 4.47	 0.03	 1.8	  0	Simbad
2562	HD 16984      	4863	 3.22	-0.08	  0.14	-5.21	 3.6	 1.0	 3.4	  67.9	260	 0.01	 0.01	 1	-0.07	02 43 48.2	+12 01 47	 8.22	131.93	 0.98	 0.10	 4.34	 0.53	  1.13	  0.30	 1.06	 3.18	 0.10	 8.5	  1	Simbad
2563	HD 17354      	5836	 4.12	 0.39	  0.17	-4.97	 5.0	 3.2	 3.8	  16.0	450	 0.01	 0.01	 1	 0.39	02 45 44.8	-39 43 01	 7.78	 64.89	 0.43	 0.07	 1.60	 0.12	  1.23	  0.24	 1.26	 4.11	 0.06	 4.0	  1	Simbad
2564	HD 17311      	4980	 3.33	-0.06	  0.14	-5.17	 3.7	 1.0	 3.4	  17.2	253	 0.01	 0.01	 1	-0.03	02 46 31.8	-08 01 41	 8.21	147.49	 1.06	 0.09	 4.54	 0.49	  1.59	  0.39	 1.38	 3.27	 0.09	 3.4	  1	Simbad
2565	HD 17382      	5253	 4.49	 0.02	  0.40	-4.50	 3.9	 3.2	 2.1	   4.4	377	 0.01	 0.01	 1	 0.07	02 48 09.1	+27 04 07	 7.56	 24.64	-0.27	 0.03	 0.88	 0.04	  0.88	  0.13	 0.87	 4.49	 0.04	 9.4	  1	Simbad
2566	HD 17620      	5158	 3.46	-0.13	  0.28	-4.68	 4.7	 2.9	 3.5	   0.2	250	 0.01	 0.01	 1	-0.09	02 48 55.8	-24 36 35	 8.17	206.19	 1.34	 0.16	 5.86	 1.11	  3.62	  1.44	 1.90	 3.21	 0.12	 1.4	  1	Simbad
2567	HD 17156      	5969	 4.15	 0.20	  0.16	-5.03	 6.3	 4.2	 4.5	  -4.1	265	 0.01	 0.01	 1	 0.21	02 49 44.5	+71 45 12	 8.17	 75.02	 0.39	 0.05	 1.47	 0.09	  1.10	  0.19	 1.23	 4.19	 0.06	 3.5	  1	Simbad
2568	HD 18015      	5603	 3.64	-0.11	  0.17	-4.94	 5.8	 3.9	 4.0	  17.7	244	 0.01	 0.01	 1	-0.08	02 53 27.2	-08 50 53	 7.89	119.90	 0.94	 0.08	 3.13	 0.31	  1.57	  0.36	 1.49	 3.63	 0.07	 2.8	  1	Simbad
2569	HD 18645      	5458	 3.53	 0.04	  0.43	-4.44	12.0	10.2	 3.8	  -3.2	248	 0.01	 0.01	 1	 0.13	02 59 53.2	-00 40 47	 7.86	114.29	 0.92	 0.08	 3.21	 0.32	  1.27	  0.29	 1.54	 3.62	 0.07	 2.8	  1	Simbad
2570	HD 18667      	4855	 3.08	-0.04	  0.13	-5.22	 3.8	 1.6	 3.4	   2.6	261	 0.01	 0.02	 1	-0.02	03 00 08.2	+00 14 08	 8.34	126.10	 0.89	 0.17	 3.95	 0.77	  0.68	  0.28	 1.05	 3.25	 0.15	 8.9	  1	Simbad
2571	HD 18742      	4940	 3.09	-0.06	  0.13	-5.22	 4.0	 2.0	 3.4	 -15.1	257	 0.01	 0.02	 1	-0.03	03 00 10.7	-20 48 09	 7.81	135.32	 1.15	 0.09	 5.13	 0.56	  1.18	  0.29	 1.36	 3.16	 0.09	 3.5	  1	Simbad
2572	HD 18702      	5259	 4.38	 0.15	  0.17	-5.01	 2.8	 1.5	 2.1	  70.0	483	 0.01	 0.01	 1	 0.17	03 00 36.1	+05 59 10	 8.11	 31.11	-0.29	 0.04	 0.86	 0.04	  0.65	  0.10	 0.90	 4.52	 0.04	 6.0	  1	Simbad
2573	HIP 14113     	5752	 4.28	 0.29	  0.16	-5.02	 4.1	 2.1	 3.4	  39.3	269	 0.01	 0.01	 1	 0.28	03 02 00.3	+00 29 52	 9.50	 84.18	-0.03	 0.13	 0.98	 0.14	  0.66	  0.21	 1.09	 4.43	 0.05	 1.9	  1	Simbad
2574	HD 19019      	6096	 4.43	-0.04	  0.25	-4.59	 6.0	 2.5	 5.3	  24.2	352	 0.01	 0.01	 1	-0.02	03 03 50.8	+06 08 00	 6.92	 30.97	 0.13	 0.02	 1.04	 0.03	  1.06	  0.14	 1.11	 4.44	 0.02	 1.2	  1	Simbad
2575	HD 18916      	5663	 4.53	-0.22	  0.18	-4.92	 3.3	 0.9	 3.1	 -52.7	357	 0.01	 0.01	 1	-0.23	03 04 24.9	+50 01 57	 7.99	 35.77	-0.15	 0.04	 0.87	 0.04	  0.93	  0.14	 0.92	 4.51	 0.04	 4.0	  1	Simbad
2576	HD 19522      	5531	 3.81	-0.12	  0.17	-4.99	 3.9	 0.1	 3.9	  58.5	249	 0.01	 0.01	 1	-0.11	03 08 01.3	-12 02 29	 8.11	124.07	 0.89	 0.11	 3.02	 0.38	  2.12	  0.60	 1.44	 3.67	 0.09	 3.0	  1	Simbad
2577	HD 19659      	5688	 3.72	 0.10	  0.25	-4.66	 6.8	 4.9	 4.2	   1.1	272	 0.01	 0.01	 1	 0.15	03 08 42.5	-35 25 58	 7.11	 95.51	 1.04	 0.05	 3.43	 0.19	  2.22	  0.37	 1.64	 3.58	 0.04	 2.4	  1	Simbad
2578	WASP-11       	4926	 4.48	 0.18	  0.31	-4.75	 2.1	 0.9	 1.7	   4.5	276	 0.01	 0.02	 1	 0.23	03 09 28.5	+30 40 25	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2579	HD 19668      	5436	 4.51	-0.05	  0.57	-4.30	 7.9	 7.0	 2.5	  14.3	370	 0.01	 0.02	 1	 0.01	03 09 42.3	-09 34 47	 8.48	 37.41	-0.29	 0.04	 0.80	 0.04	  0.75	  0.12	 0.91	 4.55	 0.03	 2.7	  1	Simbad
2580	HD 19618      	5348	 4.46	 0.20	  0.27	-4.72	 2.8	 1.5	 2.3	 -27.0	226	 0.01	 0.01	 1	 0.22	03 09 59.7	+15 22 24	 9.06	 47.10	-0.32	 0.06	 0.81	 0.06	  0.68	  0.13	 0.94	 4.53	 0.04	 3.6	  1	Simbad
2581	HD 19617      	5694	 4.35	 0.14	  0.19	-4.86	 3.6	 1.6	 3.2	 -28.3	244	 0.01	 0.01	 1	 0.15	03 10 09.9	+18 20 44	 8.69	 57.64	-0.02	 0.05	 1.00	 0.06	  0.82	  0.14	 1.05	 4.46	 0.04	 2.8	  1	Simbad
2582	HIP 14810     	5544	 4.37	 0.23	  0.15	-5.07	 3.2	 1.4	 2.7	  -3.5	272	 0.01	 0.01	 4	 0.24	03 11 14.2	+21 05 50	 8.52	 53.45	-0.01	 0.06	 1.07	 0.08	  0.97	  0.18	 1.01	 4.41	 0.06	 5.8	  1	Simbad
2583	HD 20155      	5995	 4.12	 0.23	  0.16	-4.98	 5.7	 3.2	 4.6	  -9.2	473	 0.01	 0.01	 1	 0.25	03 13 24.0	-28 58 29	 7.88	100.40	 0.76	 0.08	 2.22	 0.21	  2.37	  0.52	 1.44	 3.89	 0.06	 3.3	  1	Simbad
2584	HD 20439      	5959	 4.46	 0.27	  0.33	-4.44	 8.0	 6.2	 4.4	  31.6	241	 0.01	 0.01	 1	 0.31	03 17 32.8	+07 41 25	 7.78	 41.75	 0.04	 0.05	 0.98	 0.06	  1.02	  0.17	 1.16	 4.43	 0.02	 0.8	  1	Simbad
2585	HD 20367      	6093	 4.46	 0.13	  0.24	-4.61	 4.7	 0.1	 5.3	   5.0	242	 0.01	 0.01	 2	 0.16	03 17 40.0	+31 07 37	 6.40	 26.68	 0.20	 0.02	 1.13	 0.04	  1.32	  0.18	 1.18	 4.40	 0.02	 1.3	  1	Simbad
2586	HD 20618      	5044	 3.21	-0.10	  0.15	-5.09	 4.0	 1.8	 3.4	  -5.9	275	 0.01	 0.01	 1	-0.06	03 19 55.8	+27 04 16	 5.91	 67.25	 1.29	 0.04	 5.76	 0.27	  1.96	  0.30	 1.75	 3.15	 0.05	 1.7	  1	Simbad
2587	HD 21340      	4908	 3.07	 0.00	  0.13	-5.22	 3.9	 1.8	 3.4	  23.2	264	 0.01	 0.02	 1	 0.02	03 25 36.5	-27 16 21	 7.40	135.32	 1.32	 0.08	 6.32	 0.61	  1.71	  0.39	 1.55	 3.03	 0.08	 2.4	  1	Simbad
2588	HD 21742      	5256	 4.40	 0.23	  0.20	-4.91	 3.0	 2.0	 2.1	 -37.4	378	 0.01	 0.01	 1	 0.25	03 33 26.8	+59 25 00	 8.08	 31.43	-0.27	 0.03	 0.88	 0.04	  0.71	  0.10	 0.92	 4.50	 0.04	 6.3	  1	Simbad
2589	HD 22233      	5072	 3.11	 0.00	  0.19	-5.00	 4.8	 3.2	 3.5	  18.0	258	 0.01	 0.02	 1	 0.07	03 34 20.1	-14 42 38	 7.92	166.39	 1.26	 0.15	 5.55	 0.94	  1.44	  0.52	 1.84	 3.23	 0.10	 1.6	  1	Simbad
2590	HD 22657      	4792	 3.11	 0.04	  0.13	-5.25	 3.6	 1.1	 3.4	  64.3	266	 0.01	 0.02	 1	 0.06	03 38 20.5	-11 12 05	 7.81	123.61	 1.10	 0.10	 5.14	 0.57	  1.24	  0.31	 1.13	 3.07	 0.09	 7.1	  1	Simbad
2591	HD 22682      	5023	 3.35	 0.00	  0.13	-5.21	 3.6	 0.8	 3.4	 -29.0	265	 0.01	 0.01	 2	 0.03	03 39 17.1	+13 53 29	 6.67	 71.99	 1.05	 0.04	 4.39	 0.22	  1.58	  0.25	 1.54	 3.33	 0.05	 2.6	  1	Simbad
2592	HD 23134      	4865	 3.27	 0.04	  0.14	-5.23	 3.5	 0.4	 3.4	  17.5	261	 0.01	 0.02	 1	 0.08	03 42 02.0	-21 14 14	 8.32	166.67	 1.14	 0.17	 5.24	 1.01	  1.85	  0.75	 1.31	 3.15	 0.13	 4.3	  1	Simbad
2593	HD 22844      	5191	 3.66	 0.18	  0.17	-5.04	 4.1	 1.9	 3.5	 -29.1	256	 0.01	 0.01	 1	 0.23	03 42 54.8	+56 24 19	 8.14	101.94	 0.74	 0.07	 2.88	 0.23	  1.38	  0.27	 1.44	 3.68	 0.05	 3.5	  1	Simbad
2594	HII 263       	5428	 4.46	 0.05	  0.60	-4.24	10.6	 9.4	 2.4	   4.6	196	 0.01	 0.02	 1	 0.13	03 44 04.8	+24 16 32	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2595	HII 296       	5268	 4.32	 0.01	  0.79	-4.17	18.6	16.1	 2.1	   5.4	195	 0.02	 0.03	 1	 0.12	03 44 11.2	+23 22 46	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2596	HII 746       	5504	 4.51	 0.01	  0.58	-4.24	 6.2	 5.3	 2.6	   6.9	123	 0.01	 0.02	 2	 0.06	03 45 41.9	+24 25 53	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2597	HII 1220      	5235	 4.46	-0.02	  0.55	-4.35	 6.6	 6.0	 2.1	   6.2	160	 0.01	 0.02	 1	 0.05	03 46 53.3	+22 52 51	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2598	HD 23825      	5587	 3.74	 0.12	  0.22	-4.79	 5.8	 4.0	 4.0	 -17.9	249	 0.01	 0.01	 1	 0.14	03 48 21.9	+10 47 35	 7.93	108.93	 0.84	 0.08	 2.80	 0.26	  1.58	  0.35	 1.46	 3.72	 0.06	 3.3	  1	Simbad
2599	HD 24148      	4885	 3.04	-0.03	  0.13	-5.24	 4.0	 1.9	 3.4	  47.9	257	 0.01	 0.02	 1	 0.01	03 50 10.4	-16 46 31	 8.12	179.53	 1.28	 0.14	 6.10	 1.01	  1.49	  0.52	 1.38	 3.04	 0.11	 3.4	  1	Simbad
2600	HD 24316      	4757	 2.92	-0.03	  0.13	-5.32	 3.8	 0.1	 4.0	  51.1	262	 0.01	 0.02	 1	 0.00	03 51 32.6	-17 10 00	 7.71	179.21	 1.47	 0.12	 7.96	 1.14	  1.93	  0.60	 1.30	 2.79	 0.09	 4.2	  1	Simbad
2601	HD 24505      	5688	 4.10	 0.09	  0.14	-5.14	 3.9	 2.0	 3.2	 -13.9	251	 0.01	 0.01	 1	 0.07	03 54 59.8	+28 11 17	 8.05	 70.18	 0.40	 0.06	 1.64	 0.11	  1.21	  0.22	 1.11	 4.03	 0.04	 7.3	  1	Simbad
2602	HD 25311      	6185	 4.08	 0.18	  0.16	-4.95	 9.2	 6.5	 6.1	 -39.5	288	 0.01	 0.01	 3	 0.23	04 01 46.3	+13 50 14	 8.28	 87.95	 0.48	 0.06	 1.51	 0.11	  0.98	  0.18	 1.29	 4.25	 0.06	 2.3	  1	Simbad
2603	HD 25457      	6221	 4.39	 0.09	  0.35	-4.36	21.9	17.8	 6.4	  18.6	356	 0.01	 0.01	 2	 0.15	04 02 36.7	-00 16 08	 5.38	 18.83	 0.30	 0.02	 1.22	 0.03	  1.32	  0.17	 1.23	 4.36	 0.02	 1.3	  1	Simbad
2604	HD 25622      	4958	 3.09	-0.01	  0.16	-5.10	 4.2	 2.4	 3.4	  -3.1	255	 0.01	 0.02	 1	 0.04	04 03 15.8	-21 25 03	 7.63	152.91	 1.33	 0.13	 6.23	 0.90	  1.74	  0.55	 1.68	 3.09	 0.10	 1.9	  1	Simbad
2605	HD 26007      	4777	 2.81	-0.16	  0.12	-5.29	 4.0	 0.1	 4.0	   8.3	261	 0.01	 0.02	 1	-0.14	04 06 11.4	-23 16 47	 8.38	209.21	 1.33	 0.16	 6.73	 1.28	  1.06	  0.42	 1.05	 2.81	 0.12	 8.3	  1	Simbad
2606	HD 25893      	5310	 4.45	 0.11	  0.42	-4.52	 6.9	 6.2	 2.2	  26.2	191	 0.01	 0.01	 1	 0.18	04 07 34.4	+38 04 28	 7.13	 20.38	-0.27	 0.02	 0.87	 0.03	  0.78	  0.10	 0.92	 4.52	 0.03	 4.7	  0	Simbad
2607	HD 25975      	4979	 3.45	 0.15	  0.12	-5.27	 3.3	 0.1	 3.4	 -44.7	278	 0.01	 0.02	 2	 0.18	04 08 15.4	+37 43 39	 6.07	 44.09	 0.87	 0.02	 3.64	 0.12	  1.34	  0.18	 1.44	 3.47	 0.04	 3.3	  1	Simbad
2608	HD 26257      	6192	 4.31	 0.19	  0.16	-4.98	 7.9	 5.3	 6.1	  31.9	449	 0.01	 0.01	 1	 0.20	04 09 09.1	+00 10 44	 7.64	 57.54	 0.37	 0.04	 1.32	 0.06	  1.31	  0.20	 1.26	 4.31	 0.03	 1.7	  1	Simbad
2609	HD 26161      	6033	 4.15	-0.01	  0.15	-5.01	 5.9	 3.1	 4.9	  15.1	173	 0.03	 0.03	 2	-0.02	04 09 38.9	+31 39 08	 6.88	 40.65	 0.38	 0.04	 1.42	 0.06	  1.03	  0.15	 1.16	 4.20	 0.03	 4.5	  1	Simbad
2610	HD 26140      	4943	 3.43	-0.29	  0.14	-5.19	 2.9	 0.1	 3.4	  -7.3	179	 0.01	 0.02	 1	-0.37	04 09 43.2	+35 58 39	 8.00	112.99	 0.92	 0.11	 3.92	 0.49	  1.51	  0.42	 0.99	 3.23	 0.10	10.0	  1	Simbad
2611	HD 26634      	4902	 3.03	-0.16	  0.13	-5.20	 3.9	 1.8	 3.4	   7.3	256	 0.01	 0.01	 1	-0.15	04 12 11.2	-13 38 14	 8.00	163.13	 1.24	 0.11	 5.80	 0.74	  1.31	  0.37	 1.18	 3.00	 0.09	 5.3	  1	Simbad
2612	HD 26736      	5830	 4.48	 0.17	  0.34	-4.44	 7.5	 6.1	 3.7	  37.3	282	 0.01	 0.01	 2	 0.21	04 14 32.3	+23 34 30	 8.05	 47.44	 0.05	 0.04	 1.04	 0.05	  1.20	  0.19	 1.10	 4.44	 0.03	 1.8	  1	Simbad
2613	HD 27297      	5113	 3.47	-0.01	  0.15	-5.12	 3.9	 1.6	 3.5	  41.3	254	 0.01	 0.01	 1	 0.01	04 18 44.2	+03 08 57	 8.26	133.87	 0.94	 0.15	 3.74	 0.66	  1.50	  0.56	 1.44	 3.51	 0.12	 3.1	  1	Simbad
2614	HD 27530      	5935	 4.37	 0.22	  0.18	-4.89	 5.2	 2.8	 4.3	  41.5	357	 0.01	 0.01	 1	 0.23	04 19 34.3	-28 47 11	 8.16	 56.24	 0.15	 0.04	 1.12	 0.05	  1.08	  0.16	 1.15	 4.40	 0.03	 1.7	  1	Simbad
2615	HIP 20218     	5748	 4.51	-0.03	  0.25	-4.64	 4.9	 3.4	 3.4	  17.4	163	 0.01	 0.01	 1	-0.01	04 19 57.1	-04 26 20	 7.84	 38.11	-0.04	 0.03	 0.96	 0.04	  1.07	  0.15	 1.01	 4.47	 0.03	 2.8	  1	Simbad
2616	HD 27496      	5561	 4.10	 0.33	  0.17	-5.01	 3.9	 2.7	 2.8	  26.6	284	 0.01	 0.01	 1	 0.33	04 20 44.0	+08 24 32	 8.95	 92.85	 0.29	 0.10	 1.51	 0.18	  1.04	  0.28	 1.11	 4.08	 0.12	 7.2	  1	Simbad
2617	XO-3          	6673	 4.15	-0.05	  0.24	     	22.9	16.2	13.4	  -4.1	185	 0.01	 0.01	 1	 0.01	04 21 52.7	+57 49 02	     	      	     	     	     	     	      	      	     	     	     	    	  0	Simbad
2618	HD 27732      	5498	 4.49	 0.10	  0.36	-4.49	 5.2	 4.4	 2.6	  39.0	248	 0.01	 0.01	 1	 0.14	04 23 22.3	+21 22 45	 8.84	 50.30	-0.19	 0.05	 0.89	 0.06	  0.88	  0.15	 0.97	 4.50	 0.04	 3.4	  1	Simbad
2619	HD 27956      	4824	 3.04	-0.10	  0.13	-5.26	 3.9	 1.7	 3.4	  44.8	258	 0.01	 0.02	 1	-0.09	04 24 10.1	-16 02 31	 8.08	144.93	 1.12	 0.12	 5.21	 0.70	  1.08	  0.32	 1.05	 3.03	 0.10	 8.5	  1	Simbad
2620	HD 27859      	6013	 4.47	 0.17	  0.27	-4.55	 8.3	 6.3	 4.7	  38.3	241	 0.01	 0.01	 1	 0.20	04 24 28.3	+16 53 10	 7.79	 48.05	 0.16	 0.05	 1.10	 0.06	  1.31	  0.22	 1.16	 4.41	 0.03	 1.4	  1	Simbad
2621	HD 28185      	5615	 4.34	 0.18	  0.16	-5.04	 3.7	 2.2	 2.9	  50.4	254	 0.01	 0.01	 2	 0.17	04 26 26.3	-10 33 03	 7.80	 42.34	 0.07	 0.04	 1.14	 0.05	  1.03	  0.16	 1.03	 4.34	 0.04	 6.9	  1	Simbad
2622	HD 28099      	5804	 4.50	 0.16	  0.32	-4.48	 5.1	 3.5	 3.6	  39.2	240	 0.01	 0.01	 1	 0.20	04 26 40.1	+16 44 49	 8.10	 46.02	 0.01	 0.05	 1.00	 0.06	  1.14	  0.20	 1.09	 4.45	 0.03	 1.7	  1	Simbad
2623	HD 28237      	6140	 4.43	 0.18	  0.31	-4.44	11.5	 9.0	 5.7	  38.9	161	 0.01	 0.01	 1	 0.22	04 27 46.1	+11 44 11	 7.49	 46.45	 0.24	 0.04	 1.17	 0.06	  1.32	  0.20	 1.22	 4.38	 0.03	 1.2	  1	Simbad
2624	HD 28678      	4972	 3.06	-0.11	  0.13	-5.27	 4.1	 2.1	 3.4	  59.8	266	 0.02	 0.02	 1	-0.07	04 31 25.5	+04 34 31	 8.38	226.76	 1.36	 0.18	 6.48	 1.38	  1.75	  0.77	 1.53	 3.06	 0.14	 2.4	  1	Simbad
2625	HIP 21276     	5421	 4.53	-0.13	  0.55	-4.27	 6.1	 5.3	 2.4	   5.7	146	 0.01	 0.01	 1	-0.08	04 33 54.3	+64 38 00	 7.75	 25.40	-0.34	 0.03	 0.77	 0.03	  0.73	  0.10	 0.89	 4.57	 0.02	 2.2	  1	Simbad
2626	HD 30128      	4978	 3.11	 0.22	  0.13	-5.24	 4.5	 2.9	 3.4	  19.2	262	 0.01	 0.02	 1	 0.29	04 44 03.1	-21 06 25	 8.27	242.72	 1.47	 0.19	 7.26	 1.64	  2.48	  1.16	 2.13	 3.11	 0.14	 1.1	  1	Simbad
2627	HD 30166      	4773	 2.95	 0.00	  0.13	-5.29	 3.9	 0.1	 4.0	 -34.0	264	 0.01	 0.02	 1	 0.03	04 48 38.4	+58 23 23	 7.66	137.55	 1.25	 0.08	 6.19	 0.56	  1.24	  0.27	 1.18	 2.93	 0.08	 6.0	  1	Simbad
2628	HD 30856      	4895	 3.20	-0.04	  0.13	-5.23	 3.7	 1.4	 3.4	  33.8	259	 0.01	 0.02	 1	-0.02	04 50 17.9	-24 22 08	 7.91	118.06	 1.00	 0.08	 4.40	 0.39	  1.12	  0.24	 1.17	 3.22	 0.08	 6.0	  1	Simbad
2629	HD 31018      	5819	 3.82	 0.16	  0.15	-5.08	 6.1	 3.9	 4.6	  -5.2	325	 0.01	 0.01	 1	 0.19	04 53 22.0	+24 10 39	 7.64	 87.87	 0.75	 0.08	 2.33	 0.21	  1.32	  0.28	 1.37	 3.83	 0.06	 4.0	  1	Simbad
2630	HD 30882      	4780	 3.00	-0.04	  0.13	-5.28	 3.9	 0.9	 3.7	 -39.7	267	 0.01	 0.02	 2	-0.01	04 53 50.4	+47 57 23	 8.32	155.52	 1.10	 0.12	 5.14	 0.71	  0.96	  0.29	 1.04	 3.03	 0.10	 9.2	  1	Simbad
2631	HD 31392      	5355	 4.50	 0.05	  0.30	-4.63	 3.3	 2.3	 2.3	  30.5	261	 0.01	 0.01	 1	 0.07	04 54 04.2	-35 24 16	 7.60	 25.16	-0.28	 0.02	 0.84	 0.03	  0.82	  0.11	 0.91	 4.54	 0.03	 4.0	  1	Simbad
2632	HD 31423      	6603	 3.94	 0.03	  0.21	-4.72	17.3	 7.8	15.2	 -22.5	244	 0.01	 0.02	 2	 0.10	04 56 09.0	+07 54 17	 6.42	 59.92	 0.88	 0.04	 2.10	 0.09	  1.40	  0.21	 1.57	 3.96	 0.03	 1.9	  0	Simbad
2633	HD 31543      	5419	 3.60	 0.00	  0.17	-4.97	 9.7	 8.0	 3.7	  -9.3	247	 0.01	 0.02	 1	 0.05	04 56 24.8	-07 01 24	 8.17	179.53	 1.19	 0.16	 4.47	 0.85	  2.90	  1.16	 1.84	 3.44	 0.13	 1.6	  1	Simbad
